
YEARSList Make: acura, Model:ilx, year 2021 

YEARSList Make: toyota, Model:tacoma, year 2019 

YEARSList Make: toyota, Model:tacoma, year 2018 

YEARSList Make: toyota, Model:tacoma, year 2017 

YEARSList Make: toyota, Model:tacoma, year 2016 

YEARSList Make: toyota, Model:tacoma, year 2015 

YEARSList Make: toyota, Model:tacoma, year 2014 

YEARSList Make: toyota, Model:tacoma, year 2013 

YEARSList Make: toyota, Model:tacoma, year 2012 

YEARSList Make: toyota, Model:tacoma, year 2011 

YEARSList Make: toyota, Model:tacoma, year 2010 

YEARSList Make: toyota, Model:tacoma, year 2009 

YEARSList Make: toyota, Model:tacoma, year 2008 

YEARSList Make: toyota, Model:tacoma, year 2007 

YEARSList Make: toyota, Model:tundra, year 2021 

YEARSList Make: toyota, Model:tundra, year 2020 

YEARSList Make: toyota, Model:tundra, year 2019 

YEARSList Make: toyota, Model:tundra, year 2018 

YEARSList Make: toyota, Model:tundra, year 2017 

YEARSList Make: toyota, Model:tundra, year 2016 

YEARSList Make: toyota, Model:tundra, year 2015 

YEARSList Make: toyota, Model:tundra, year 2014 

YEARSList Make: toyota, Model:tundra, year 2013 

YEARSList Make: toyota, Model:tundra, year 2012 

YEARSList Make: toyota, Model:tundra, year 2011 

YEARSList Make: toyota, Model:tundra, year 2010 

YEARSList Make: toyota, Model:tundra, year 2009 

YEARSList Make: toyota, Model:tundra, year 2008 

YEARSList Make: toyota, Model:tundra, year 2007 

YEARSList Make: toyota, Model:venza, year 2021 

YEARSList Make: toyota, Model:venza, year 2020 

YEARSList Make: toyota, Model:yaris, year 2021 

YEARSList Make: toyota, Model:yaris, year 2020 

YEARSList Make: toyota, Model:yaris, year 2019 

YEARSList Make: toyota, Model:yaris, year 2018 

YEARSList Make: toyota, Model:yaris, year 2017 

YEARSList Make: toyota, Model:yaris, year 2016 

YEARSList Make: toyota, Model:yaris, year 2015 

YEARSList Make: toyota, Model:yaris, year 2014 

YEARSList Make: toyota, Model:yaris, year 2013 

YEARSList Make: toyota, Model:yaris, year 2012 

YEARSList Make: toyota, Model:yaris, year 2011 

YEARSList Make: toyota, Model:yaris, year 2010 

YEARSList Make: toyota, Model:yaris, year 2009 

YEARSList Make: toyota, Model:yaris, year 2008 

YEARSList Make: toyota, Model:yaris, year 2007 

YEARSList Make: toyota, Model:yaris ia, year 2021 

YEARSList Make: toyota, Model:yaris ia, year 2020 

YEARSList Make: toyota, Model:yaris ia, year 2019 

YEARSList Make: toyota, Model:yaris ia, year 2018 

YEARSList Make: toyota, Model:yaris ia, year 2017 

YEARSList Make: toyota, Model:yaris ia, year 2016 

YEARSList Make: toyota, Model:yaris ia, year 2015 

YEARSList Make: toyota, Model:yaris ia, year 2014 

YEARSList Make: toyota, Model:yaris ia, year 2013 

YEARSList Make: toyota, Model:yaris ia, year 2012 

YEARSList Make: toyota, Model:yaris ia, year 2011 

YEARSList Make: toyota, Model:yaris ia, year 2010 

YEARSList Make: toyota, Model:yaris ia, year 2009 

YEARSList Make: toyota, Model:yaris ia, year 2008 

YEARSList Make: toyota, Model:yaris ia, year 2007 

YEARSList Make: tesla, Model:model 3, year 2021 

YEARSList Make: tesla, Model:model 3, year 2020 

YEARSList Make: tesla, Model:model 3, year 2019 

YEARSList Make: tesla, Model:model 3, year 2018 

YEARSList Make: tesla, Model:model s, year 2021 

YEARSList Make: tesla, Model:model s, year 2020 

YEARSList Make: tesla, Model:model s, year 2019 

YEARSList Make: tesla, Model:model s, year 2018 

YEARSList Make: tesla, Model:model s, year 2017 

YEARSList Make: tesla, Model:model s, year 2016 

YEARSList Make: tesla, Model:model s, year 2015 

YEARSList Make: tesla, Model:model s, year 2014 

YEARSList Make: tesla, Model:model s, year 2013 

YEARSList Make: tesla, Model:model x, year 2021 

YEARSList Make: tesla, Model:model x, year 2020 

YEARSList Make: tesla, Model:model x, year 2019 

YEARSList Make: tesla, Model:model x, year 2018 

YEARSList Make: tesla, Model:model x, year 2017 

YEARSList Make: tesla, Model:model x, year 2016 

YEARSList Make: tesla, Model:model y, year 2021 

YEARSList Make: tesla, Model:model y, year 2020 

YEARSList Make: tesla, Model:roadster, year 2010 

YEARSList Make: suzuki, Model:aerio, year 2007 

YEARSList Make: suzuki, Model:equator, year 2012 

YEARSList Make: suzuki, Model:equator, year 2011 

YEARSList Make: suzuki, Model:equator, year 2010 

YEARSList Make: suzuki, Model:equator, year 2009 

YEARSList Make: suzuki, Model:equator, year 2008 

YEARSList Make: suzuki, Model:equator, year 2007 

YEARSList Make: suzuki, Model:grand vitara, year 2013 

YEARSList Make: suzuki, Model:grand vitara, year 2012 

YEARSList Make: suzuki, Model:grand vitara, year 2011 

YEARSList Make: suzuki, Model:grand vitara, year 2010 

YEARSList Make: suzuki, Model:grand vitara, year 2009 

YEARSList Make: suzuki, Model:grand vitara, year 2008 

YEARSList Make: suzuki, Model:grand vitara, year 2007 

YEARSList Make: suzuki, Model:kizashi, year 2013 

YEARSList Make: suzuki, Model:kizashi, year 2012 

YEARSList Make: suzuki, Model:kizashi, year 2011 

YEARSList Make: suzuki, Model:kizashi, year 2010 

YEARSList Make: suzuki, Model:kizashi, year 2009 

YEARSList Make: suzuki, Model:kizashi, year 2008 

YEARSList Make: suzuki, Model:kizashi, year 2007 

YEARSList Make: suzuki, Model:reno, year 2008 

YEARSList Make: suzuki, Model:reno, year 2007 

YEARSList Make: suzuki, Model:sx4, year 2021 

YEARSList Make: suzuki, Model:sx4, year 2020 

YEARSList Make: suzuki, Model:sx4, year 2019 

YEARSList Make: suzuki, Model:sx4, year 2018 

YEARSList Make: suzuki, Model:sx4, year 2017 

YEARSList Make: suzuki, Model:sx4, year 2016 

YEARSList Make: suzuki, Model:sx4, year 2015 

YEARSList Make: suzuki, Model:sx4, year 2014 

YEARSList Make: suzuki, Model:sx4, year 2013 

YEARSList Make: suzuki, Model:sx4, year 2012 

YEARSList Make: suzuki, Model:sx4, year 2011 

YEARSList Make: suzuki, Model:sx4, year 2010 

YEARSList Make: suzuki, Model:sx4, year 2009 

YEARSList Make: suzuki, Model:sx4, year 2008 

YEARSList Make: suzuki, Model:sx4, year 2007 

YEARSList Make: suzuki, Model:sx4 wagon, year 2013 

YEARSList Make: suzuki, Model:sx4 wagon, year 2012 

YEARSList Make: suzuki, Model:sx4 wagon, year 2011 

YEARSList Make: suzuki, Model:sx4 wagon, year 2010 

YEARSList Make: suzuki, Model:sx4 wagon, year 2009 

YEARSList Make: suzuki, Model:sx4 wagon, year 2008 

YEARSList Make: suzuki, Model:sx4 wagon, year 2007 

YEARSList Make: suzuki, Model:xl7, year 2009 

YEARSList Make: suzuki, Model:xl7, year 2008 

YEARSList Make: subaru, Model:ascent, year 2021 

YEARSList Make: subaru, Model:ascent, year 2020 

YEARSList Make: subaru, Model:ascent, year 2019 

YEARSList Make: subaru, Model:brz, year 2021 

YEARSList Make: subaru, Model:brz, year 2020 

YEARSList Make: subaru, Model:brz, year 2019 

YEARSList Make: subaru, Model:brz, year 2018 

YEARSList Make: subaru, Model:brz, year 2017 

YEARSList Make: subaru, Model:brz, year 2016 

YEARSList Make: subaru, Model:brz, year 2015 

YEARSList Make: subaru, Model:brz, year 2014 

YEARSList Make: subaru, Model:crosstrek, year 2021 

YEARSList Make: subaru, Model:crosstrek, year 2020 

YEARSList Make: subaru, Model:crosstrek, year 2019 

YEARSList Make: subaru, Model:crosstrek, year 2018 

YEARSList Make: subaru, Model:crosstrek, year 2017 

YEARSList Make: subaru, Model:crosstrek, year 2016 

YEARSList Make: subaru, Model:crosstrek hybrid, year 2021 

YEARSList Make: subaru, Model:crosstrek hybrid, year 2020 

YEARSList Make: subaru, Model:crosstrek hybrid, year 2019 

YEARSList Make: subaru, Model:crosstrek hybrid, year 2018 

YEARSList Make: subaru, Model:crosstrek hybrid, year 2017 

YEARSList Make: subaru, Model:crosstrek hybrid, year 2016 

YEARSList Make: subaru, Model:forester, year 2021 

YEARSList Make: subaru, Model:forester, year 2020 

YEARSList Make: subaru, Model:forester, year 2019 

YEARSList Make: subaru, Model:forester, year 2018 

YEARSList Make: subaru, Model:forester, year 2017 

YEARSList Make: subaru, Model:forester, year 2016 

YEARSList Make: subaru, Model:forester, year 2015 

YEARSList Make: subaru, Model:forester, year 2014 

YEARSList Make: subaru, Model:forester, year 2013 

YEARSList Make: subaru, Model:forester, year 2012 

YEARSList Make: subaru, Model:forester, year 2011 

YEARSList Make: subaru, Model:forester, year 2010 

YEARSList Make: subaru, Model:forester, year 2009 

YEARSList Make: subaru, Model:forester, year 2008 

YEARSList Make: subaru, Model:forester, year 2007 

YEARSList Make: subaru, Model:impreza, year 2021 

YEARSList Make: subaru, Model:impreza, year 2020 

YEARSList Make: subaru, Model:impreza, year 2019 

YEARSList Make: subaru, Model:impreza, year 2018 

YEARSList Make: subaru, Model:impreza, year 2017 

YEARSList Make: subaru, Model:impreza, year 2016 

YEARSList Make: subaru, Model:impreza, year 2015 

YEARSList Make: subaru, Model:impreza, year 2014 

YEARSList Make: subaru, Model:impreza, year 2013 

YEARSList Make: subaru, Model:impreza, year 2012 

YEARSList Make: subaru, Model:impreza, year 2011 

YEARSList Make: subaru, Model:impreza, year 2010 

YEARSList Make: subaru, Model:impreza, year 2009 

YEARSList Make: subaru, Model:impreza, year 2008 

YEARSList Make: subaru, Model:impreza, year 2007 

YEARSList Make: subaru, Model:impreza wagon, year 2009 

YEARSList Make: subaru, Model:impreza wagon, year 2008 

YEARSList Make: subaru, Model:impreza wagon, year 2007 

YEARSList Make: subaru, Model:legacy, year 2021 

YEARSList Make: subaru, Model:legacy, year 2020 

YEARSList Make: subaru, Model:legacy, year 2019 

YEARSList Make: subaru, Model:legacy, year 2018 

YEARSList Make: subaru, Model:legacy, year 2017 

YEARSList Make: subaru, Model:legacy, year 2016 

YEARSList Make: subaru, Model:legacy, year 2015 

YEARSList Make: subaru, Model:legacy, year 2014 

YEARSList Make: subaru, Model:legacy, year 2013 

YEARSList Make: subaru, Model:legacy, year 2012 

YEARSList Make: subaru, Model:legacy, year 2011 

YEARSList Make: subaru, Model:legacy, year 2010 

YEARSList Make: subaru, Model:legacy, year 2009 

YEARSList Make: subaru, Model:legacy, year 2008 

YEARSList Make: subaru, Model:outback, year 2021 

YEARSList Make: subaru, Model:outback, year 2020 

YEARSList Make: subaru, Model:outback, year 2019 

YEARSList Make: subaru, Model:outback, year 2018 

YEARSList Make: subaru, Model:outback, year 2017 

YEARSList Make: subaru, Model:outback, year 2016 

YEARSList Make: subaru, Model:outback, year 2015 

YEARSList Make: subaru, Model:outback, year 2014 

YEARSList Make: subaru, Model:outback, year 2013 

YEARSList Make: subaru, Model:outback, year 2012 

YEARSList Make: subaru, Model:outback, year 2011 

YEARSList Make: subaru, Model:outback, year 2010 

YEARSList Make: subaru, Model:outback, year 2009 

YEARSList Make: subaru, Model:outback, year 2008 

YEARSList Make: subaru, Model:outback, year 2007 

YEARSList Make: subaru, Model:tribeca, year 2014 

YEARSList Make: subaru, Model:tribeca, year 2013 

YEARSList Make: subaru, Model:tribeca, year 2012 

YEARSList Make: subaru, Model:tribeca, year 2011 

YEARSList Make: subaru, Model:tribeca, year 2010 

YEARSList Make: subaru, Model:tribeca, year 2009 

YEARSList Make: subaru, Model:tribeca, year 2008 

YEARSList Make: subaru, Model:tribeca, year 2007 

YEARSList Make: subaru, Model:wrx, year 2021 

YEARSList Make: subaru, Model:wrx, year 2020 

YEARSList Make: subaru, Model:wrx, year 2019 

YEARSList Make: subaru, Model:wrx, year 2018 

YEARSList Make: subaru, Model:wrx, year 2017 

YEARSList Make: subaru, Model:wrx, year 2016 

YEARSList Make: subaru, Model:wrx, year 2015 

YEARSList Make: subaru, Model:xv crosstrek, year 2015 

YEARSList Make: subaru, Model:xv crosstrek, year 2014 

YEARSList Make: subaru, Model:xv crosstrek, year 2013 

YEARSList Make: subaru, Model:xv crosstrek hybrid, year 2015 

YEARSList Make: subaru, Model:xv crosstrek hybrid, year 2014 

YEARSList Make: smart, Model:fortwo, year 2017 

YEARSList Make: smart, Model:fortwo, year 2016 

YEARSList Make: smart, Model:fortwo, year 2015 

YEARSList Make: smart, Model:fortwo, year 2014 

YEARSList Make: smart, Model:fortwo, year 2013 

YEARSList Make: smart, Model:fortwo, year 2012 

YEARSList Make: smart, Model:fortwo, year 2011 

YEARSList Make: smart, Model:fortwo, year 2010 

YEARSList Make: smart, Model:fortwo, year 2009 

YEARSList Make: smart, Model:fortwo, year 2008 

YEARSList Make: scion, Model:fr-s, year 2016 

YEARSList Make: scion, Model:fr-s, year 2015 

YEARSList Make: scion, Model:fr-s, year 2014 

YEARSList Make: scion, Model:fr-s, year 20137 

YEARSList Make: scion, Model:ia, year 2016 

YEARSList Make: scion, Model:im, year 2016 

YEARSList Make: scion, Model:iq, year 2015 

YEARSList Make: scion, Model:iq, year 2014 

YEARSList Make: scion, Model:iq, year 2013 

YEARSList Make: scion, Model:iq, year 2012 

YEARSList Make: scion, Model:tc, year 2016 

YEARSList Make: scion, Model:tc, year 2015 

YEARSList Make: scion, Model:tc, year 2014 

YEARSList Make: scion, Model:tc, year 2013 

YEARSList Make: scion, Model:tc, year 2012 

YEARSList Make: scion, Model:tc, year 2011 

YEARSList Make: scion, Model:tc, year 2010 

YEARSList Make: scion, Model:tc, year 2009 

YEARSList Make: scion, Model:tc, year 2008 

YEARSList Make: scion, Model:tc, year 2007 

YEARSList Make: scion, Model:xb, year 2015 

YEARSList Make: scion, Model:xb, year 2014 

YEARSList Make: scion, Model:xb, year 2013 

YEARSList Make: scion, Model:xb, year 2012 

YEARSList Make: scion, Model:xb, year 2011 

YEARSList Make: scion, Model:xb, year 2010 

YEARSList Make: scion, Model:xb, year 2009 

YEARSList Make: scion, Model:xb, year 2008 

YEARSList Make: scion, Model:xd, year 2014 

YEARSList Make: scion, Model:xd, year 2013 

YEARSList Make: scion, Model:xd, year 2012 

YEARSList Make: scion, Model:xd, year 2011 

YEARSList Make: scion, Model:xd, year 2010 

YEARSList Make: scion, Model:xd, year 2009 

YEARSList Make: scion, Model:xd, year 2008 

YEARSList Make: saturn, Model:astra, year 2008 

YEARSList Make: saturn, Model:aura, year 2009 

YEARSList Make: saturn, Model:aura, year 2008 

YEARSList Make: saturn, Model:aura, year 2007 

YEARSList Make: saturn, Model:aura hybrid, year 2009 

YEARSList Make: saturn, Model:aura hybrid, year 2008 

YEARSList Make: saturn, Model:ion, year 2007 

YEARSList Make: saturn, Model:outlook, year 2009 

YEARSList Make: saturn, Model:outlook, year 2008 

YEARSList Make: saturn, Model:outlook, year 2007 

YEARSList Make: saturn, Model:sky, year 2009 

YEARSList Make: saturn, Model:sky, year 2008 

YEARSList Make: saturn, Model:vue, year 2009 

YEARSList Make: saturn, Model:vue, year 2008 

YEARSList Make: saturn, Model:vue hybrid, year 2009 

YEARSList Make: saturn, Model:vue hybrid, year 2008 

YEARSList Make: saab, Model:9-3, year 2011 

YEARSList Make: saab, Model:9-3, year 2009 

YEARSList Make: saab, Model:9-3, year 2008 

YEARSList Make: saab, Model:9-3, year 2007 

YEARSList Make: saab, Model:9-3 wagon, year 2009 

YEARSList Make: saab, Model:9-3 wagon, year 2008 

YEARSList Make: saab, Model:9-3 wagon, year 2007 

YEARSList Make: saab, Model:9-4x, year 2011 

YEARSList Make: saab, Model:9-5, year 2011 

YEARSList Make: saab, Model:9-5, year 2010 

YEARSList Make: saab, Model:9-5, year 2009 

YEARSList Make: saab, Model:9-5, year 2008 

YEARSList Make: saab, Model:9-5, year 2007 

YEARSList Make: saab, Model:9-5 wagon, year 2009 

YEARSList Make: saab, Model:9-5 wagon, year 2008 

YEARSList Make: saab, Model:9-7x, year 2009 

YEARSList Make: saab, Model:9-7x, year 2008 

YEARSList Make: saab, Model:9-7x, year 2007 

YEARSList Make: ram, Model:1500, year 2021 

YEARSList Make: ram, Model:1500, year 2020 

YEARSList Make: ram, Model:1500, year 2019 

YEARSList Make: ram, Model:1500, year 2018 

YEARSList Make: ram, Model:1500, year 2017 

YEARSList Make: ram, Model:1500, year 2016 

YEARSList Make: ram, Model:1500, year 2015 

YEARSList Make: ram, Model:1500, year 2014 

YEARSList Make: ram, Model:1500, year 2013 

YEARSList Make: ram, Model:1500, year 2012 

YEARSList Make: ram, Model:1500, year 2011 

YEARSList Make: ram, Model:dakota, year 2011 

YEARSList Make: ram, Model:hd, year 2012 

YEARSList Make: ram, Model:hd, year 2011 

YEARSList Make: porsche, Model:911, year 2021 

YEARSList Make: porsche, Model:911, year 2020 

YEARSList Make: porsche, Model:911, year 2019 

YEARSList Make: porsche, Model:911, year 2018 

YEARSList Make: porsche, Model:911, year 2017 

YEARSList Make: porsche, Model:911, year 2016 

YEARSList Make: porsche, Model:911, year 2015 

YEARSList Make: porsche, Model:911, year 2014 

YEARSList Make: porsche, Model:911, year 2013 

YEARSList Make: porsche, Model:911, year 2012 

YEARSList Make: porsche, Model:911, year 2011 

YEARSList Make: porsche, Model:911, year 2010 

YEARSList Make: porsche, Model:911, year 2009 

YEARSList Make: porsche, Model:911, year 2008 

YEARSList Make: porsche, Model:911-gt3, year 2010 

YEARSList Make: porsche, Model:911-turbo, year 2010 

YEARSList Make: porsche, Model:911-turbo, year 2009 

YEARSList Make: porsche, Model:boxster, year 2021 

YEARSList Make: porsche, Model:boxster, year 2020 

YEARSList Make: porsche, Model:boxster, year 2019 

YEARSList Make: porsche, Model:boxster, year 2018 

YEARSList Make: porsche, Model:boxster, year 2017 

YEARSList Make: porsche, Model:boxster, year 2016 

YEARSList Make: porsche, Model:boxster, year 2015 

YEARSList Make: porsche, Model:boxster, year 2014 

YEARSList Make: porsche, Model:boxster, year 2013 

YEARSList Make: porsche, Model:boxster, year 2012 

YEARSList Make: porsche, Model:boxster, year 2011 

YEARSList Make: porsche, Model:boxster, year 2010 

YEARSList Make: porsche, Model:boxster, year 2009 

YEARSList Make: porsche, Model:boxster, year 2008 

YEARSList Make: porsche, Model:cayenne, year 2021 

YEARSList Make: porsche, Model:cayenne, year 2020 

YEARSList Make: porsche, Model:cayenne, year 2019 

YEARSList Make: porsche, Model:cayenne, year 2018 

YEARSList Make: porsche, Model:cayenne, year 2017 

YEARSList Make: porsche, Model:cayenne, year 2016 

YEARSList Make: porsche, Model:cayenne, year 2015 

YEARSList Make: porsche, Model:cayenne, year 2014 

YEARSList Make: porsche, Model:cayenne, year 2013 

YEARSList Make: porsche, Model:cayenne, year 2012 

YEARSList Make: porsche, Model:cayenne, year 2011 

YEARSList Make: porsche, Model:cayenne, year 2010 

YEARSList Make: porsche, Model:cayenne, year 2009 

YEARSList Make: porsche, Model:cayenne, year 2008 

YEARSList Make: porsche, Model:cayenne hybrid, year 2021 

YEARSList Make: porsche, Model:cayenne hybrid, year 2020 

YEARSList Make: porsche, Model:cayenne hybrid, year 2019 

YEARSList Make: porsche, Model:cayenne hybrid, year 2018 

YEARSList Make: porsche, Model:cayenne hybrid, year 2017 

YEARSList Make: porsche, Model:cayenne hybrid, year 2016 

YEARSList Make: porsche, Model:cayenne hybrid, year 2015 

YEARSList Make: porsche, Model:cayenne hybrid, year 2014 

YEARSList Make: porsche, Model:cayenne hybrid, year 2013 

YEARSList Make: porsche, Model:cayenne hybrid, year 2012 

YEARSList Make: porsche, Model:cayman, year 2021 

YEARSList Make: porsche, Model:cayman, year 2020 

YEARSList Make: porsche, Model:cayman, year 2019 

YEARSList Make: porsche, Model:cayman, year 2018 

YEARSList Make: porsche, Model:cayman, year 2017 

YEARSList Make: porsche, Model:cayman, year 2016 

YEARSList Make: porsche, Model:cayman, year 2015 

YEARSList Make: porsche, Model:cayman, year 2014 

YEARSList Make: porsche, Model:cayman, year 2013 

YEARSList Make: porsche, Model:cayman, year 2012 

YEARSList Make: porsche, Model:cayman, year 2011 

YEARSList Make: porsche, Model:cayman, year 2010 

YEARSList Make: porsche, Model:cayman, year 2009 

YEARSList Make: porsche, Model:cayman, year 2008 

YEARSList Make: porsche, Model:macan, year 2021 

YEARSList Make: porsche, Model:macan, year 2020 

YEARSList Make: porsche, Model:macan, year 2019 

YEARSList Make: porsche, Model:macan, year 2018 

YEARSList Make: porsche, Model:macan, year 2017 

YEARSList Make: porsche, Model:macan, year 2016 

YEARSList Make: porsche, Model:macan, year 2015 

YEARSList Make: porsche, Model:panamera, year 2021 

YEARSList Make: porsche, Model:panamera, year 2020 

YEARSList Make: porsche, Model:panamera, year 2019 

YEARSList Make: porsche, Model:panamera, year 2018 

YEARSList Make: porsche, Model:panamera, year 2017 

YEARSList Make: porsche, Model:panamera, year 2016 

YEARSList Make: porsche, Model:panamera, year 2015 

YEARSList Make: porsche, Model:panamera, year 2014 

YEARSList Make: porsche, Model:panamera, year 2013 

YEARSList Make: porsche, Model:panamera, year 2012 

YEARSList Make: porsche, Model:panamera, year 2011 

YEARSList Make: porsche, Model:panamera, year 2010 

YEARSList Make: porsche, Model:taycan, year 2021 

YEARSList Make: porsche, Model:taycan, year 2020 

YEARSList Make: pontiac, Model:g3, year 2009 

YEARSList Make: pontiac, Model:g5, year 2009 

YEARSList Make: pontiac, Model:g5, year 2008 

YEARSList Make: pontiac, Model:g6, year 2009 

YEARSList Make: pontiac, Model:g6, year 2008 

YEARSList Make: pontiac, Model:g6, year 2007 

YEARSList Make: pontiac, Model:g8, year 2009 

YEARSList Make: pontiac, Model:g8, year 2008 

YEARSList Make: pontiac, Model:g8-gxp, year 2009 

YEARSList Make: pontiac, Model:grand prix, year 2008 

YEARSList Make: pontiac, Model:solstice, year 2009 

YEARSList Make: pontiac, Model:solstice, year 2008 

YEARSList Make: pontiac, Model:solstice, year 2007 

YEARSList Make: pontiac, Model:torrent, year 2009 

YEARSList Make: pontiac, Model:torrent, year 2008 

YEARSList Make: pontiac, Model:torrent, year 2007 

YEARSList Make: pontiac, Model:vibe, year 2010 

YEARSList Make: pontiac, Model:vibe, year 2009 

YEARSList Make: pontiac, Model:vibe, year 2008 

YEARSList Make: pontiac, Model:vibe, year 2007 

YEARSList Make: polestar, Model:2, year 2021 

YEARSList Make: polestar, Model:2, year 2020 

YEARSList Make: nissan, Model:350z, year 2009 

YEARSList Make: nissan, Model:350z, year 2008 

YEARSList Make: nissan, Model:350z, year 2007 

YEARSList Make: nissan, Model:370z, year 2019 

YEARSList Make: nissan, Model:370z, year 2018 

YEARSList Make: nissan, Model:370z, year 2017 

YEARSList Make: nissan, Model:370z, year 2016 

YEARSList Make: nissan, Model:370z, year 2015 

YEARSList Make: nissan, Model:370z, year 2014 

YEARSList Make: nissan, Model:370z, year 2013 

YEARSList Make: nissan, Model:370z, year 2012 

YEARSList Make: nissan, Model:370z, year 2011 

YEARSList Make: nissan, Model:370z, year 2010 

YEARSList Make: nissan, Model:370z, year 2009 

YEARSList Make: nissan, Model:altima, year 2021 

YEARSList Make: nissan, Model:altima, year 2020 

YEARSList Make: nissan, Model:altima, year 2019 

YEARSList Make: nissan, Model:altima, year 2018 

YEARSList Make: nissan, Model:altima, year 2017 

YEARSList Make: nissan, Model:altima, year 2016 

YEARSList Make: nissan, Model:altima, year 2015 

YEARSList Make: nissan, Model:altima, year 2014 

YEARSList Make: nissan, Model:altima, year 2013 

YEARSList Make: nissan, Model:altima, year 2012 

YEARSList Make: nissan, Model:altima, year 2011 

YEARSList Make: nissan, Model:altima, year 2010 

YEARSList Make: nissan, Model:altima, year 2009 

YEARSList Make: nissan, Model:altima, year 2008 

YEARSList Make: nissan, Model:altima hybrid, year 2011 

YEARSList Make: nissan, Model:altima hybrid, year 2010 

YEARSList Make: nissan, Model:altima hybrid, year 2009 

YEARSList Make: nissan, Model:altima hybrid, year 2008 

YEARSList Make: nissan, Model:armada, year 2021 

YEARSList Make: nissan, Model:armada, year 2020 

YEARSList Make: nissan, Model:armada, year 2019 

YEARSList Make: nissan, Model:armada, year 2018 

YEARSList Make: nissan, Model:armada, year 2017 

YEARSList Make: nissan, Model:armada, year 2016 

YEARSList Make: nissan, Model:armada, year 2015 

YEARSList Make: nissan, Model:armada, year 2014 

YEARSList Make: nissan, Model:armada, year 2013 

YEARSList Make: nissan, Model:armada, year 2012 

YEARSList Make: nissan, Model:armada, year 2011 

YEARSList Make: nissan, Model:armada, year 2010 

YEARSList Make: nissan, Model:armada, year 2009 

YEARSList Make: nissan, Model:armada, year 2008 

YEARSList Make: nissan, Model:cube, year 2014 

YEARSList Make: nissan, Model:cube, year 2013 

YEARSList Make: nissan, Model:cube, year 2012 

YEARSList Make: nissan, Model:cube, year 2011 

YEARSList Make: nissan, Model:cube, year 2010 

YEARSList Make: nissan, Model:cube, year 2009 

YEARSList Make: nissan, Model:frontier, year 2021 

YEARSList Make: nissan, Model:frontier, year 2020 

YEARSList Make: nissan, Model:frontier, year 2019 

YEARSList Make: nissan, Model:frontier, year 2018 

YEARSList Make: nissan, Model:frontier, year 2017 

YEARSList Make: nissan, Model:frontier, year 2016 

YEARSList Make: nissan, Model:frontier, year 2015 

YEARSList Make: nissan, Model:frontier, year 2014 

YEARSList Make: nissan, Model:frontier, year 2013 

YEARSList Make: nissan, Model:frontier, year 2012 

YEARSList Make: nissan, Model:frontier, year 2011 

YEARSList Make: nissan, Model:frontier, year 2010 

YEARSList Make: nissan, Model:frontier, year 2009 

YEARSList Make: nissan, Model:frontier, year 2008 

YEARSList Make: nissan, Model:frontier, year 2007 

YEARSList Make: nissan, Model:gt-r, year 2021 

YEARSList Make: nissan, Model:gt-r, year 2020 

YEARSList Make: nissan, Model:gt-r, year 2019 

YEARSList Make: nissan, Model:gt-r, year 2018 

YEARSList Make: nissan, Model:gt-r, year 2017 

YEARSList Make: nissan, Model:gt-r, year 2016 

YEARSList Make: nissan, Model:gt-r, year 2015 

YEARSList Make: nissan, Model:gt-r, year 2014 

YEARSList Make: nissan, Model:gt-r, year 2013 

YEARSList Make: nissan, Model:gt-r, year 2012 

YEARSList Make: nissan, Model:gt-r, year 2011 

YEARSList Make: nissan, Model:gt-r, year 2010 

YEARSList Make: nissan, Model:gt-r, year 2009 

YEARSList Make: nissan, Model:juke, year 2017 

YEARSList Make: nissan, Model:juke, year 2016 

YEARSList Make: nissan, Model:juke, year 2015 

YEARSList Make: nissan, Model:juke, year 2014 

YEARSList Make: nissan, Model:juke, year 2013 

YEARSList Make: nissan, Model:juke, year 2012 

YEARSList Make: nissan, Model:juke, year 2011 

YEARSList Make: nissan, Model:kicks, year 2021 

YEARSList Make: nissan, Model:kicks, year 2020 

YEARSList Make: nissan, Model:kicks, year 2019 

YEARSList Make: nissan, Model:kicks, year 2018 

YEARSList Make: nissan, Model:leaf, year 2021 

YEARSList Make: nissan, Model:leaf, year 2020 

YEARSList Make: nissan, Model:leaf, year 2019 

